Object_ID,Target_Class,Speed_mps,Altitude_m,Latitude,Longitude,Heading_deg,Pitch_deg,Roll_deg,Yaw_deg,Climb_Rate_mps,Acceleration_mps2,Turn_Rate_degps,Range_From_Radar_km,Bearing_deg,Radar_Cross_Section_m2,Doppler_Shift_Hz,Signal_to_Noise_Ratio_dB,Radar_Return_Strength,Infrared_Intensity,Engine_Type,Heat_Signature,Length_m,Wingspan_m,Estimated_Mass_kg,Flight_Profile,Maneuverability_Index,Max_G_Load,Weather,Visibility_km,Wind_Speed_mps,Temperature_C,Humidity_pct,Radar_Band,Sensor_Type,Detection_Time_ms,Tracking_Confidence,Track_Age_s,Number_of_Tracks,Electronic_Jamming,Chaff_Flares_Detected,Stealth_Category,Threat_Level,Target_Label
628,Helicopter,81.1,38593.7,-20.55899,-36.54655,128,4.8,49.5,15,39.1,0.01,23.84,30.7,147,21.2,-39585,16.6,0.471,High,Turboshaft,Medium,44,4.5,51238,Hover,3,4,Clear,19.7,11.6,18.2,75,X,AESA,236,0.72,468.1,43,Moderate,Yes,High,Low,Helicopter
629,Cruise Missile,258.7,35538.4,-21.05832,-80.26832,333,0.1,27,229,15.4,3.51,0.02,49.5,320,16.29,-1537,11.2,0.579,High,Turbojet,Medium,44.8,49.3,16862,Terrain Following,10,14,Fog,24,1.5,28.5,29,L,Ground Radar,445,0.614,507.9,56,,No,Low,Medium,Cruise Missile
630,UAV,67.6,31490.6,-45.35911,40.40829,187,-5.8,-57.4,279,11.7,3.91,13.27,177.8,65,48,-30025,10.5,0.689,Very High,Electric,Low,5.4,34.3,43778,Loiter,4,26,Clear,12.1,7.6,14.6,66,L,Ground Radar,222,0.938,419.4,39,Moderate,No,Low,Low,UAV
631,Hypersonic Missile,2625.2,36630.2,-37.21987,31.63996,214,-19.5,58.9,119,35.5,-0.98,2.81,32.5,132,21.84,15289,32.7,0.323,Low,Scramjet,Very High,47.3,17.8,133840,Glide,1,28,Storm,29.9,14.3,10.4,57,C,Ground Radar,38,0.578,259.5,96,,No,Low,Low,Hypersonic Missile
632,Fighter,511.3,43068.2,-47.69657,-15.23633,50,-14.1,-9.4,71,-19.8,10.3,7.15,22,147,12.3,11913,14.9,0.479,Very High,Jet,High,14.2,23,72993,Combat,10,21,Storm,19.8,2.2,2.8,21,X,Ground Radar,69,0.911,288.6,180,Strong,Yes,Low,Medium,Fighter
633,Hypersonic Missile,2420.8,16289.5,-24.7801,-122.5185,158,5.8,31.8,208,31.4,13.94,0.41,102.2,125,17.25,-37340,30.6,0.18,Low,Scramjet,Very High,45.1,31.7,118039,Glide,6,2,Storm,18.3,13.9,-3.8,16,C,IRST,497,0.906,489.2,162,Moderate,No,Low,Low,Hypersonic Missile
634,Transport Aircraft,204.2,48090.7,-10.86248,86.3839,112,12.7,-27.4,283,5.8,-0.46,20.95,205.2,246,5.98,-34789,8.9,0.971,Very High,Turbofan,High,42.1,41.9,151234,Cruise,5,27,Rain,7.3,7.3,-13.4,22,S,Ground Radar,489,0.526,129,35,Weak,No,High,High,Transport Aircraft
635,Hypersonic Missile,2382.4,3342.3,11.04764,111.75334,153,-10.2,-59.2,3,-5,7.77,14.03,354.6,264,21.68,-25138,28.7,0.353,Low,Scramjet,Very High,33.7,30.1,18552,Glide,3,18,Storm,6.7,24.4,-5.1,44,S,AWACS,270,0.854,499.4,195,Weak,No,High,Medium,Hypersonic Missile
636,Hypersonic Missile,2693.7,35348.2,52.9229,100.39042,128,-7.9,51.9,95,-13,-1.92,18.11,92.7,50,7.37,-11636,22.5,0.894,Low,Scramjet,Very High,34.1,17.9,170170,Glide,4,10,Clear,18.5,2.8,42.5,54,C,AWACS,84,0.936,518.2,46,Strong,Yes,High,High,Hypersonic Missile
637,Transport Aircraft,203.2,39050.7,-2.3898,69.91772,47,13.8,5.4,288,14.9,16.53,7.59,300.6,318,8.47,-37187,5.6,0.408,Medium,Turbofan,High,13.7,48,18922,Cruise,7,23,Rain,2.5,11.2,36.2,94,C,Ground Radar,273,0.762,173.2,154,Strong,Yes,Medium,High,Transport Aircraft
638,Fighter,213.1,22182.4,-41.85264,87.30799,316,-4.8,-52.8,181,45,12.38,19.71,342.5,180,1.9,-19790,6,0.085,Medium,Jet,High,22.3,27.9,61409,Combat,7,8,Fog,14.8,1.5,18.6,92,S,IRST,466,0.78,3.3,108,Strong,Yes,High,Medium,Fighter
639,Helicopter,76.5,15612.8,22.92501,-134.17672,74,8.7,-1.7,290,-34.9,9.23,22.14,114.3,131,25.53,-12151,27.3,0.591,Medium,Turboshaft,Medium,19.3,39.9,117095,Hover,2,22,Clear,7.6,9.9,5.6,45,L,AESA,382,0.791,569.2,87,,No,Medium,Medium,Helicopter
640,Hypersonic Missile,2173.9,16843.8,39.43544,173.00265,196,0.1,39.9,161,-4.1,0.59,17.14,326.1,193,17.37,-2253,6.6,0.091,Low,Scramjet,Very High,18.7,48.3,43852,Glide,6,20,Rain,11.6,17.4,-13.2,75,L,Ground Radar,388,0.694,13.8,135,Moderate,Yes,Low,Low,Hypersonic Missile
641,Hypersonic Missile,3314.6,2719,-42.51244,106.43264,181,-14.2,-28.8,71,26.4,18.19,9.6,50.6,272,6.35,3251,6,0.658,Very High,Scramjet,Very High,5.1,42.9,184616,Glide,5,27,Clear,14.5,11.5,-5.9,30,L,AESA,280,0.822,401.1,152,Moderate,No,Low,High,Hypersonic Missile
642,Cruise Missile,201.3,30787.2,-4.23339,49.98492,339,-17.7,55.6,34,16.5,18.94,10.16,163.3,235,0.83,-3759,9.1,0.902,Medium,Turbojet,Medium,17,28.4,104306,Terrain Following,8,16,Fog,19.6,19,-15.7,15,C,IRST,107,0.829,593.6,137,Weak,Yes,Medium,Medium,Cruise Missile
643,Fighter,302.2,38969.2,-49.83642,-56.81642,65,-4.2,58.6,54,-4.4,6.28,28.03,369.2,85,16.09,-36378,7.5,0.624,High,Jet,High,41.4,30.1,27500,Combat,6,13,Clear,1.8,0.2,15.3,57,S,Ground Radar,337,0.566,246.5,151,Moderate,Yes,Low,Medium,Fighter
644,Ballistic Missile,3098.5,42763.4,-5.10127,110.75896,233,11.8,-42.5,208,42.8,4.88,26.97,336.7,201,3.81,-136,22.3,0.273,Very High,Rocket,Very High,33.6,49.2,24705,Ballistic,3,4,Clear,9.8,13,28.8,91,C,Ground Radar,253,0.86,589.4,74,Strong,No,Low,High,Ballistic Missile
645,Fighter,212.9,27278.4,40.82008,-92.07876,291,-2.5,-50.4,267,-8.2,15.7,21.28,94.7,251,14.65,-21922,9.2,0.837,Medium,Jet,High,16.3,0.3,26311,Combat,1,21,Clear,3.1,3.9,-5.7,12,X,AWACS,62,0.508,239.6,90,Weak,No,Medium,Low,Fighter
646,UAV,63.2,43934.4,-34.27122,-175.24785,31,-16,-53.4,95,-48,5.19,0.08,398.8,176,25.25,-14948,36.9,0.616,High,Electric,Low,45.4,37,192665,Loiter,2,14,Storm,16.5,0.3,44.6,90,S,Ground Radar,86,0.731,343,87,Strong,No,Medium,Low,UAV
647,Transport Aircraft,254.5,34144.7,4.51841,-74.96329,268,13.8,-54.5,133,-49.2,-3.78,5.84,292.4,307,34.88,2010,32.9,0.019,High,Turbofan,High,9.2,5.3,15637,Cruise,10,27,Storm,12,20.7,17.6,92,L,IRST,42,0.827,132.3,164,Strong,Yes,High,Medium,Transport Aircraft
648,Fighter,659.5,25086.4,-41.96132,165.67373,8,2.5,19.4,334,35.4,17.71,11.12,177.5,329,43.73,1287,17.3,0.64,Low,Jet,High,40.4,39.8,118039,Combat,6,29,Rain,4.1,9,36.7,100,L,AWACS,95,0.802,336.2,13,,No,High,Low,Fighter
649,Helicopter,86,7698.3,22.25607,-32.82506,87,19.8,36.5,273,0.8,18.44,10.24,250.3,36,32.75,39472,5.8,0.478,Very High,Turboshaft,Medium,12.2,12.4,154059,Hover,2,3,Rain,24.9,12.8,-4.5,19,C,Ground Radar,289,0.815,223.3,90,Strong,No,Medium,High,Helicopter
650,Transport Aircraft,228,45197.6,-9.57962,61.75465,115,4.7,-18.9,320,-30.5,-0.18,4.02,56,191,46.45,16410,37.1,0.005,Low,Turbofan,High,19.8,53.4,174285,Cruise,5,13,Storm,25.1,11.2,34.8,29,L,Ground Radar,307,0.637,28.2,17,Weak,No,High,High,Transport Aircraft
651,Helicopter,70,20899,-9.08619,-74.43187,32,16.1,-7.5,99,18.7,4.05,14.83,164.9,248,17.15,-26639,30.1,0.625,High,Turboshaft,Medium,35.3,47,199832,Hover,8,9,Clear,29.1,3.7,24.9,58,C,AWACS,341,0.889,105.1,131,Moderate,Yes,Low,Low,Helicopter
652,Ballistic Missile,2001.3,2503.1,49.32901,157.42672,316,-14.7,52.1,75,-36.5,6.93,5.34,356.2,131,40.74,16047,18.3,0.812,Low,Rocket,Very High,7.3,45.6,70192,Ballistic,8,3,Storm,26.2,21.7,12.2,44,S,Ground Radar,61,0.904,329.7,46,Moderate,No,High,Low,Ballistic Missile
653,Helicopter,78.6,20318.1,48.01222,-26.42526,171,15.9,37.8,224,-26.5,4.28,10.05,68.2,297,43.3,-3568,23.1,0.001,Medium,Turboshaft,Medium,25,32.1,60766,Hover,6,7,Clear,14.2,20.4,35.6,18,X,Ground Radar,261,0.738,132.4,159,Weak,Yes,Low,High,Helicopter
654,Cruise Missile,214,46694.6,33.04037,32.81364,174,15.3,45.3,136,44.6,2.32,19.16,33.7,243,4.35,-16496,39.9,0.426,Low,Turbojet,Medium,30.4,33.6,38691,Terrain Following,10,18,Clear,3.6,11.2,18.2,13,S,IRST,435,0.516,469.6,105,Weak,Yes,Low,Medium,Cruise Missile
655,Hypersonic Missile,2719.3,34839.2,40.61744,167.02599,347,-4.9,-12.2,194,1.7,-1.56,5.68,229.6,343,43.11,-45045,22,0.107,Medium,Scramjet,Very High,41.2,19.7,47793,Glide,7,16,Rain,13.5,11.8,30.5,96,S,AESA,92,0.659,310.1,166,Weak,No,High,High,Hypersonic Missile
656,Transport Aircraft,223.2,32939.8,55.01045,-95.33099,178,7.2,-25.1,6,-22.9,12.52,1.58,396.4,247,0.39,-1165,24.8,0.912,Medium,Turbofan,High,43.1,55.6,159720,Cruise,7,23,Storm,10.4,10.8,-6.5,43,L,IRST,104,0.986,245.5,145,Weak,Yes,Low,Low,Transport Aircraft
657,Helicopter,69.4,3156.7,6.67293,158.53222,199,12.9,-23.8,239,30.9,3.25,11.89,357.6,234,33.77,-3352,39.2,0.496,Low,Turboshaft,Medium,8.3,25.2,139165,Hover,10,7,Storm,24.8,7.7,-10.1,66,L,Ground Radar,195,0.86,442.2,188,Strong,Yes,Low,Medium,Helicopter
658,UAV,27.9,13437.3,7.2046,-166.79854,154,10.7,53.8,89,-30.9,5.68,29.18,312.5,203,15.13,24665,25.4,0.559,Medium,Electric,Low,35.9,34.2,98035,Loiter,5,26,Clear,5.5,3.3,-15.9,41,X,IRST,437,0.912,497.8,126,,No,High,Medium,UAV
659,Transport Aircraft,229,48812.7,18.80643,80.14811,249,12.9,-54,317,-42.8,-3.78,28.9,353.4,31,6.57,-9009,20.7,0.637,High,Turbofan,High,15,53.2,153189,Cruise,2,30,Rain,10.5,2.6,21,17,X,AESA,268,0.701,530.2,5,Moderate,Yes,Low,High,Transport Aircraft
660,Transport Aircraft,193.9,13612.5,-48.63229,107.18682,71,5.2,6.4,237,19.1,11.62,4.13,34.3,52,44.64,36888,28.6,0.521,Very High,Turbofan,High,19.4,45.1,45824,Cruise,4,2,Clear,5.2,1.2,24,53,X,Ground Radar,348,0.619,599.3,197,,Yes,Medium,Low,Transport Aircraft
661,Ballistic Missile,5268.9,7800.3,-23.92309,-60.55695,60,17.2,29.3,35,11.7,11.54,11.51,151,292,22.64,27072,15.3,0.202,Low,Rocket,Very High,44.2,5.6,97122,Ballistic,2,20,Rain,4.8,23.8,37.3,37,L,AESA,12,0.557,444.4,37,Moderate,Yes,Low,Low,Ballistic Missile
662,Helicopter,80.4,12884.5,30.21042,170.90489,260,-5.7,57,60,10.5,2.71,7.3,345.3,194,7.24,10749,29.2,0.64,Very High,Turboshaft,Medium,12.2,32.9,148305,Hover,6,13,Clear,3.5,4.3,34.8,73,L,AESA,416,0.971,246.8,116,Moderate,Yes,High,Low,Helicopter
663,Fighter,656.5,34811.7,-52.50443,-59.08109,34,3.9,-45.9,310,-9.9,11.33,27.97,193.4,77,28.94,33486,20.8,0.965,Low,Jet,High,39.1,31.1,106840,Combat,4,4,Rain,23.7,15.7,-4.4,70,C,IRST,409,0.537,571,82,,Yes,High,Low,Fighter
664,Cruise Missile,235.8,1066.7,40.316,-147.65637,35,-9.9,-4,187,19.9,9.95,10.1,318.3,285,22.23,-17787,28.1,0.993,High,Turbojet,Medium,20,52.7,13195,Terrain Following,6,22,Fog,3.1,8,36.4,23,C,IRST,28,0.763,11.7,93,,No,Low,Medium,Cruise Missile
665,UAV,32.1,32407,20.91805,-149.8764,6,12.6,25.2,258,1.5,4.29,26.51,233.3,174,0.22,-17989,39.6,0.506,Low,Electric,Low,20.1,51.8,155490,Loiter,7,10,Rain,28,8.6,-19.9,44,C,AESA,140,0.845,597.5,99,Strong,Yes,Low,Low,UAV
666,Ballistic Missile,4812.1,47482,1.72199,16.32159,284,-18.3,-33.8,151,-44.6,4.43,14,307.8,190,38.69,49789,24.9,0.781,Low,Rocket,Very High,26.4,40.3,193188,Ballistic,2,16,Rain,22.1,12.6,0.5,10,L,IRST,225,0.964,392.2,148,Moderate,No,Low,Medium,Ballistic Missile
667,Transport Aircraft,218.9,27261.9,5.46434,171.03047,168,15.8,35.6,99,-23.9,4.73,18.7,91.4,57,7.04,-26409,24.8,0.547,Low,Turbofan,High,40.7,35.9,8096,Cruise,7,13,Fog,27.8,12.8,28.1,69,S,IRST,233,0.96,586,22,,No,High,Low,Transport Aircraft
668,Fighter,617.5,28442.8,28.83865,160.30881,312,7,46.3,301,30.3,6.74,16.78,149.8,235,16.82,3428,14.8,0.903,High,Jet,High,18.8,9.6,71398,Combat,9,2,Clear,20.8,22.8,-17.5,78,S,Ground Radar,12,0.972,460.5,134,,No,Medium,Medium,Fighter
669,Helicopter,51.4,9086.7,-15.60981,-55.58439,86,1.3,39.2,211,9.7,-2.19,10.36,174.1,235,31.77,3561,6.2,0.399,High,Turboshaft,Medium,44.1,47.2,106158,Hover,9,24,Clear,22.8,23,12,95,X,AWACS,260,0.699,97.3,21,,No,High,Low,Helicopter
670,Hypersonic Missile,3451.8,12867.3,20.74419,0.46187,15,9.9,12.9,291,-32.4,17.01,19.27,106.2,286,47.88,-48760,7.2,0.907,High,Scramjet,Very High,15.2,37.2,177516,Glide,5,2,Clear,23.7,18.4,7.4,92,C,AWACS,453,0.977,577.8,197,Strong,No,Medium,Low,Hypersonic Missile
671,Fighter,507.1,2777.4,-18.24887,-92.60463,87,18.5,49.6,158,-25.8,17.8,21.46,24.1,46,11.38,23112,26.5,0.139,High,Jet,High,43.8,21.3,81707,Combat,1,12,Fog,1.7,14.3,-18.1,25,S,Ground Radar,450,0.674,403.7,77,Moderate,No,Medium,Low,Fighter
672,Hypersonic Missile,1949.6,9981,38.51214,174.65247,192,-8.7,-32,334,-43.9,8.02,19.54,184.6,53,6.38,-3046,35.3,0.579,High,Scramjet,Very High,38.8,15,66109,Glide,4,5,Storm,26.9,16.7,16.7,37,L,Ground Radar,70,0.724,48,153,Moderate,Yes,Medium,High,Hypersonic Missile
673,Ballistic Missile,4024.6,24258.8,41.76684,-135.18645,224,3.8,53.4,30,-8.4,13.54,14.76,126.7,283,21.95,-557,38.1,0.166,High,Rocket,Very High,47.8,38.6,179949,Ballistic,2,28,Storm,26.7,23.6,27.6,41,C,Ground Radar,98,0.605,244.8,134,,Yes,Medium,Medium,Ballistic Missile
674,Fighter,685.3,26449.1,39.79911,-62.87859,245,-16.4,27.9,64,-31.6,7.25,18.79,54.6,341,12.55,32133,5.2,0.059,Medium,Jet,High,17.5,9.5,117769,Combat,4,6,Storm,28.4,0.9,39.3,47,X,AESA,123,0.607,164.5,129,Moderate,Yes,Medium,Medium,Fighter
675,Fighter,569.4,15699.6,36.95255,-127.07829,297,14.3,55.9,120,34.1,6.71,6.15,162.3,260,43.46,31111,5.1,0.443,Low,Jet,High,44.8,49.2,87459,Combat,8,23,Storm,9.6,14.2,1.3,49,C,AESA,46,0.582,15.8,123,,No,Low,High,Fighter
676,Transport Aircraft,218.2,37139.4,52.28255,24.25175,258,-8.5,-3.8,79,-24.4,16.37,25.62,70.2,158,24.32,27577,25.8,0.613,High,Turbofan,High,9.3,56.9,88895,Cruise,6,10,Rain,26.4,17.9,37.8,47,X,AWACS,177,0.817,501.3,19,Moderate,Yes,Medium,High,Transport Aircraft
677,Hypersonic Missile,2096.4,38535,17.02838,114.9814,45,13.9,-46.5,331,-18,1.28,6.91,246.6,226,9.47,-41830,35.1,0.652,High,Scramjet,Very High,33.5,6.6,81936,Glide,7,5,Clear,17.6,4.2,-15.7,64,X,AESA,15,0.97,475.5,35,Moderate,No,Medium,High,Hypersonic Missile
678,Transport Aircraft,184.9,13860.8,-0.56723,-42.28679,300,-14.6,-29,146,17.7,12.65,17.13,232.6,261,9.65,15353,18.7,0.303,Very High,Turbofan,High,20.2,52.5,51369,Cruise,9,12,Rain,25,12.8,-10.9,10,L,AESA,287,0.749,160.8,145,Strong,No,High,Medium,Transport Aircraft
679,Transport Aircraft,195.6,9457.5,32.69678,-76.48288,8,5.5,-55.4,10,-36.1,-3.19,9.38,324,278,45.46,29060,8.3,0.298,Low,Turbofan,High,23.1,24.1,126345,Cruise,1,15,Storm,9.9,6.2,41,48,C,Ground Radar,356,0.848,13.6,174,Weak,No,High,High,Transport Aircraft
680,Ballistic Missile,2201.6,19784,-16.34122,-137.55684,106,-7.6,-24.9,94,46.9,6.15,25.03,346.8,200,8.46,-40230,27,0.228,Low,Rocket,Very High,10.4,45.8,79778,Ballistic,10,21,Clear,9.9,6.1,28.9,61,X,IRST,174,0.845,94.8,26,,No,Low,Medium,Ballistic Missile
681,Transport Aircraft,190.8,48241.5,46.96694,60.47779,153,2.6,36.9,338,-37.5,-2.91,25.24,177.1,246,48.37,25971,28,0.902,Low,Turbofan,High,4.4,40.8,138196,Cruise,1,22,Rain,15.8,2.4,17.7,16,X,AESA,307,0.506,570.4,146,Weak,Yes,High,High,Transport Aircraft
682,Hypersonic Missile,3126.2,16468,24.49352,-61.38451,257,-10,5.8,58,-1.5,13.38,29.36,361.7,312,38.35,38788,31.9,0.062,Medium,Scramjet,Very High,39.7,3.4,162740,Glide,7,22,Fog,13.1,15.1,34.2,26,X,IRST,158,0.886,543.2,2,Strong,No,Medium,Low,Hypersonic Missile
683,Transport Aircraft,217.1,33917.6,17.49161,-101.92369,221,-4.9,37.1,246,2.5,-2.86,13.75,74,261,37.76,47927,38.8,0.412,Low,Turbofan,High,31.8,50.4,197053,Cruise,6,12,Storm,29.4,2.2,-18.1,22,X,Ground Radar,174,0.525,224.4,13,Strong,Yes,High,Medium,Transport Aircraft
684,Helicopter,42.4,27089.6,-11.35659,82.80106,340,0.7,-52.4,254,46.6,5.06,17.59,55.3,21,47.43,-38474,7.8,0.399,High,Turboshaft,Medium,31.3,35.9,97717,Hover,10,25,Clear,25.6,20.7,12.8,39,X,Ground Radar,493,0.563,540.9,140,Weak,No,Medium,Medium,Helicopter
685,Ballistic Missile,4088.7,36173.3,-54.52193,-105.42654,287,-11,-33.9,0,42.5,-1.26,12.47,60.2,304,45.23,17685,37,0.407,Very High,Rocket,Very High,10.6,54.8,164223,Ballistic,2,16,Storm,6.8,8.4,3.9,37,S,IRST,9,0.754,359.8,7,Strong,Yes,Low,High,Ballistic Missile
686,Fighter,645.8,18480.6,-35.42499,7.60958,5,-19.8,47,56,40.5,5.32,16.07,37.6,304,10.47,38559,15.8,0.97,Low,Jet,High,17.7,54,96152,Combat,2,16,Fog,18.8,1.5,41.3,34,L,AESA,165,0.813,513,14,Moderate,Yes,Medium,High,Fighter
687,UAV,31.6,37027.2,-17.45753,69.67746,194,8.5,29.3,91,11.4,17.7,11.81,58.8,278,47.24,9497,31.6,0.005,Very High,Electric,Low,29.4,4.1,41581,Loiter,5,22,Rain,25.2,20,-11.8,17,C,Ground Radar,12,0.943,565.7,145,Strong,No,Medium,Low,UAV
688,Fighter,580.9,14806.2,-41.52162,52.81506,63,9.1,-21,25,-16.2,17.43,18.01,119.4,230,7.4,3662,30.8,0.196,High,Jet,High,40,27.1,14973,Combat,7,7,Rain,7.9,18.9,-14.5,56,L,Ground Radar,92,0.659,142.1,197,,No,Medium,Medium,Fighter
689,Ballistic Missile,6606.9,42259.9,36.22178,15.38119,13,14.5,-46.9,29,29.8,16.19,24.95,196.6,236,3.89,41199,33.2,0.83,High,Rocket,Very High,23.7,27.8,40967,Ballistic,3,8,Clear,25.1,9,35.2,38,S,AESA,426,0.903,169.7,13,Weak,Yes,Medium,Low,Ballistic Missile
690,Transport Aircraft,207.7,26246.5,-21.24394,10.17597,78,-3.7,-16.1,321,-37.1,17.64,20.7,275.1,352,49.26,-6030,24.7,0.325,Low,Turbofan,High,36.5,15.7,932,Cruise,2,3,Clear,6.8,2.3,-14.7,22,C,IRST,54,0.915,402.5,35,,Yes,Low,High,Transport Aircraft
691,Helicopter,69.5,40806.2,-51.50498,56.38295,295,17.4,-49,209,4,11.3,27.23,385.3,211,5.59,33734,23.7,0.4,High,Turboshaft,Medium,8.3,24.2,108573,Hover,8,28,Storm,23.9,0.4,34.9,49,L,Ground Radar,472,0.913,161.5,27,,Yes,High,Medium,Helicopter
692,Hypersonic Missile,2584.4,23625.1,-51.1573,-103.22383,18,-9.7,-53.3,346,-42.7,12.15,1.66,47.5,358,40.55,-6093,39.7,0.337,High,Scramjet,Very High,38.8,9.8,62075,Glide,4,18,Storm,14.2,9.7,7.9,98,S,Ground Radar,287,0.541,282.7,115,Strong,No,Medium,Medium,Hypersonic Missile
693,Ballistic Missile,4629.4,5354.8,-46.13354,102.18789,217,8.6,14.1,248,-35.1,1.28,3.41,178.4,273,8.07,-26648,9.1,0.714,Medium,Rocket,Very High,32.1,55.3,28163,Ballistic,7,3,Clear,13.2,3.9,-0.2,33,L,AWACS,227,0.937,282.6,170,Strong,No,Medium,High,Ballistic Missile
694,Ballistic Missile,4480.5,497,-42.34854,-159.66944,128,-8.5,36.5,324,10.6,9.31,9.61,346.9,70,40.85,45475,20.3,0.668,Medium,Rocket,Very High,31.6,56.6,151528,Ballistic,9,21,Clear,16.8,5.3,4.6,84,S,AWACS,357,0.767,264.2,165,Weak,No,Low,Medium,Ballistic Missile
695,Fighter,558.8,16439.2,-52.9611,-6.18183,28,-1.5,4.2,45,-10.5,8.9,1.71,38.5,186,9.41,7525,38.4,0.844,Very High,Jet,High,6.8,4.4,174872,Combat,2,7,Fog,20.4,5.6,-18.9,78,L,AWACS,125,0.749,115.3,63,Weak,Yes,Medium,Low,Fighter
696,Fighter,239.1,41498,-38.45041,-82.98227,314,-2.5,39.1,147,7.4,2.35,17.14,359.4,258,2.53,4334,24,0.533,Low,Jet,High,15,13.7,55275,Combat,8,28,Storm,27.1,23.9,-9.6,41,X,AESA,84,0.537,502,34,,Yes,Low,Medium,Fighter
697,Hypersonic Missile,2544,35006.6,-47.67296,-25.52711,283,15,58,195,33.7,18.75,17.1,334,335,13.94,33811,6.6,0.942,High,Scramjet,Very High,49.7,1.5,177468,Glide,5,24,Clear,29.1,15.3,-10.7,77,X,IRST,375,0.802,290.1,105,,Yes,High,Low,Hypersonic Missile
698,Ballistic Missile,5614,3609.3,-9.20743,178.33428,311,-5.9,31.9,162,29.2,17.74,26.87,389.4,118,6.07,-19426,16.9,0.577,High,Rocket,Very High,5.6,9,42663,Ballistic,2,5,Clear,6.4,19.8,-9.6,59,X,Ground Radar,251,0.572,67.6,29,,No,High,Medium,Ballistic Missile
699,UAV,61.6,25505.1,-49.91695,-49.41135,122,-3.2,-0.2,58,13.2,-1.89,1.17,216.3,77,8.42,5749,15.1,0.925,Very High,Electric,Low,16.2,1.6,70731,Loiter,6,27,Clear,29.6,18.4,7.5,86,C,Ground Radar,121,0.518,260.7,46,Strong,Yes,Low,Medium,UAV
700,Hypersonic Missile,2620.2,13994,41.41458,-66.47185,317,13.6,-7.3,297,-0.4,13.16,11.57,168.4,202,12.45,-46832,8.7,0.065,High,Scramjet,Very High,20.2,37.1,14189,Glide,1,11,Clear,12.9,5.9,21.5,25,S,AWACS,400,0.517,579.6,128,Strong,No,Medium,High,Hypersonic Missile
701,Fighter,738,16500,-43.11454,165.71953,126,-6.3,5.3,302,42.2,-3.96,29.69,26.4,248,24.12,-18637,17.1,0.772,Low,Jet,High,35.9,36.3,189280,Combat,6,26,Rain,14,2.2,27.8,63,C,AESA,222,0.688,39.6,174,,No,Low,Low,Fighter
702,Cruise Missile,245.1,34596.6,33.30488,-32.83203,15,10.5,3,293,-35.4,0.05,27.33,8.8,121,1.41,-38788,8.9,0.278,Low,Turbojet,Medium,39,1.6,74285,Terrain Following,4,2,Clear,26.5,24.3,14.5,46,C,AWACS,120,0.565,478.6,96,Strong,Yes,Low,Low,Cruise Missile
703,UAV,28.8,16786.5,55.46211,-19.38537,98,1.4,-44.5,260,-32.8,2.37,4.88,52.8,205,10.42,16830,19.2,0.883,Medium,Electric,Low,14.4,38.4,128529,Loiter,5,19,Clear,15.8,18.2,-8.6,27,X,IRST,111,0.613,414.9,198,Moderate,No,Low,Low,UAV
704,Helicopter,79.2,23097.5,13.00194,65.6607,248,11.5,11.2,1,42.5,1.93,28.08,158.2,127,6.32,19886,18.8,0.332,Very High,Turboshaft,Medium,43,49.8,158555,Hover,9,19,Rain,18.8,0.6,44.2,78,C,IRST,288,0.554,414.2,68,Strong,Yes,High,High,Helicopter
705,Hypersonic Missile,2921.9,33064.6,-51.91529,38.89854,132,-7.3,17.2,92,-22.9,0.46,29.56,4,267,6.56,27073,33.9,0.225,Low,Scramjet,Very High,24.7,45,160894,Glide,5,28,Rain,3.1,17,3.6,83,S,Ground Radar,199,0.82,220.4,107,Moderate,Yes,Low,High,Hypersonic Missile
706,UAV,33,20105.6,-22.42099,-14.47674,61,15.1,-45,11,29.8,-2.21,11.91,204.8,86,19.69,48075,26.8,0.234,Very High,Electric,Low,20.2,6.1,144208,Loiter,7,7,Rain,20.9,8.7,-9.1,98,L,Ground Radar,461,0.562,428.4,147,Strong,Yes,Medium,Low,UAV
707,Transport Aircraft,249.4,49048.1,12.55362,-38.94434,161,-13.5,-53.1,104,-20.4,2.1,5.37,77.5,0,24.91,6715,30.8,0.217,Very High,Turbofan,High,15.9,16.8,100765,Cruise,7,21,Rain,9.4,19.8,-8.7,73,L,AWACS,136,0.67,229.8,198,Strong,No,High,High,Transport Aircraft
708,Fighter,696.7,6855.9,18.18414,-26.38859,46,-16.7,52.4,327,49.4,15.34,27.87,19.4,210,0.37,14990,17.1,0.844,High,Jet,High,11.1,26.6,199910,Combat,7,14,Rain,2.5,24.2,30.1,71,C,IRST,404,0.996,115.8,198,Strong,Yes,High,Medium,Fighter
709,Cruise Missile,181.9,24785.7,41.90745,146.68442,38,11.9,36.4,172,23.2,4.62,22.07,353.5,84,38.88,28926,13.7,0.771,Medium,Turbojet,Medium,27.9,20.7,196950,Terrain Following,9,22,Fog,28.1,9.9,20.4,44,X,AWACS,145,0.542,528.3,171,,Yes,High,Medium,Cruise Missile
710,Transport Aircraft,235.5,8064.6,41.75409,-103.25737,213,-15.7,-42.7,63,22.4,19.49,6.89,102.6,103,26.34,-1079,39.5,0.229,High,Turbofan,High,46.5,26.7,181511,Cruise,9,5,Storm,1.5,11,41.1,81,C,AESA,28,0.761,90.8,62,Weak,Yes,Medium,Low,Transport Aircraft
